course_number|course_subject|course_name|course_desc|course_link
603|THEO|Method in Theology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
604|THEO|Theological Hermeneutics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
605|THEO|Methods in Biblical Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
690|THEO|Annotated Bibliography and Thesis Proposal (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
691|THEO|Research Paper (9 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
692|THEO|Applied Project in Theology (9 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
806|ARTE|Inquiry Through Art Production (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
850|ARTE|Selected Topics in Art Education (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
867|ARTE|Directed Studies in Art Education I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
868|ARTE|Directed Studies in Art Education II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
870|ARTE|Critical Perspectives on Art Education: History, Theory and Practice (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
872|ARTE|Advanced Critical Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
882|ARTE|Research Practice (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
884|ARTE|Doctoral Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
890|ARTE|Research and Thesis (63 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
606|ARTE|Topics in Studio Inquiry (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-phd.html
670|ARTE|Critical Perspectives on Art Education History: History, Theory and Practice (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-ma.html
698|ARTE|Thesis|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-ma.html
664|ARTE|Independent Study(3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-ma.html
665|ARTE|Independent Study (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-ma.html
809|ARTH|Art History and Its Methodologies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arte-ma.html
801|ARTH|Periods and Territories (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-phd.html
802|ARTH|Classification - Genres, Artistic Disciplines (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-phd.html
803|ARTH|Thematic Questions (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-phd.html
804|ARTH|Writings on Art (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-phd.html
805|ARTH|Critical Examination of Artistic Context (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-phd.html
611|ARTH|Industrialization and the Built Environment (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
613|ARTH|Special Topics in Indigenous Art and Art History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
614|ARTH|Issues and Topics in Craft Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
626|ARTH|Nationhood and Identity in Canadian Art (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
633|ARTH|Creative and Critical Literature in Art History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
635|ARTH|Topics in Canadian Painting (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
641|ARTH|Issues in Visual and Material Culture (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
642|ARTH|Aspects of Media and New Media (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
648|ARTH|Aspects of Museum and Curatorial Studies: Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
649|ARTH|Aspects of Curatorial Practice (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
650|ARTH|Supervised Internship (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
654|ARTH|Annotated Review of Sources and Documents (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
655|ARTH|Thesis Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
689|CATS|Research Paper (9 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/arth-ma.html
698|CATS|Applied Research Project with Report (6 credits) and|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
699|CATS|Comprehensive Exam (3 credits).|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
611|CATS|Counselling Skills for Creative Arts Therapists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
615|CATS|Independent Practicum in the Creative Arts Therapies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
631|CATS|Selected Issues in the Creative Arts Therapies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
636|CATS|Independent Studies in Creative Arts Therapies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
638|CATS|Creative Process in Clinical Practice for Creative Arts Therapists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
639|CATS|Interdisciplinary Topics: Cross-cultural Competence in the Creative Arts Therapies (1 credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
640|CATS|Studio Media and Practice for Creative Arts Therapists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
641|CATS|Interdisciplinary Topics: Ethics in Clinical Practice in the Creative Arts Therapies (1 credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
643|CATS|Interdisciplinary Topics: Ethics in Research in the Creative Arts Therapies (1 credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
645|CATS|Family Systems and the Creative Arts Therapies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
691|CATS|Research in the Creative Arts Therapies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-art.html
600|MTHY|Music Therapy Advanced Literature (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
601|MTHY|Music Therapy Supervision, Teaching, and Learning (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
602|MTHY|Advanced Clinical Improvisation in Music Therapy I (1.5 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
603|MTHY|Advanced Clinical Improvisation in Music Therapy II (1.5 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
624|MTHY|Advanced Music Therapy Practicum II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
625|MTHY|Guided Imagery and Music, Level I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
634|MTHY|Advanced Music Therapy Practice II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
693|MTHY|Research in Music Therapy: Qualitative and Quantitative Methods (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
501|MTHY|Music Therapy Skills (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cats-music.html
503|MTHY|Music Therapy with Adults (1 credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/mthy-dip.html
510|MTHY|Music Therapy Practicum I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/mthy-dip.html
511|MTHY|Music Therapy Practicum II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/mthy-dip.html
512|MTHY|Music Therapy Practicum III (9 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/mthy-dip.html
521|MTHY|Clinical Improvisation in Music Therapy (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/mthy-dip.html
806|FMST|Proseminar I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/mthy-dip.html
807|FMST|Proseminar II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
801|FMST|Seminar in Film and Moving Image History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
803|FMST|Seminar in Film and Moving Image Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
804|FMST|Seminar in Film, Moving Image and Cultural Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
810|FMST|610 Topics in Cinema Québécois (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
815|FMST|615 Topics in European Cinema (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
820|FMST|620 Topics in Non-European Cinema (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
825|FMST|625 Topics in Film History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
830|FMST|630 Topics in Film Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
840|FMST|640 Gender Issues in Film (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
845|FMST|645 Topics in Film Genres (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
850|FMST|650 Topics in Experimental Film and Video (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fo
860/660|FMST|Topics in Film Directors (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
865|FMST|665 Topics in Film Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
870|FMST|Independent Study (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
880|FMST|Research Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
887|FMST|Comprehensive Exam (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
888|FMST|Specialization Examination Essay (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
890|FMST|Research and Thesis (60 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
600|FMST|Methods in Film Studies (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-phd.html
620|FMST|Topics in Non-European Cinema (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
625|FMST|Topics in Film History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
630|FMST|Topics in Film Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
640|FMST|Gender Issues in Film (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
645|FMST|Topics in Film Genres (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
650|FMST|Topics in Experimental Film and Video (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
660|FMST|Topics in Film Directors (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
665|FMST|Topics in Film Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
670|FMST|Independent Study (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
675|FMST|Practicum (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
680|FMST|Practicum (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
685|FMST|Practicum (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
610|CERA|Ceramics I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/fmst-ma.html
611|CERA|Ceramics II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|CERA|Ceramics III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|CERA|Ceramics IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
610|FMPR|Film Production I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
611|FMPR|Film Production II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|FMPR|Film Production III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|FMPR|Film Production IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
610|FBRS|Fibres and Material Practices I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
611|FBRS|Fibres and Material Practices II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|FBRS|Fibres and Material Practices III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|FBRS|Fibres and Material Practices IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/c
610|PTNG|Painting I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
611|PTNG|Painting II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|PTNG|Painting III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|PTNG|Painting IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
610|PHOT|Photography I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
611|PHOT|Photography II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|PHOT|Photography III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|PHOT|Photography IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
610|PRIN|Print Media I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
611|PRIN|Print Media II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|PRIN|Print Media III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|PRIN|Print Media IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
610|SCUL|Sculpture I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
611|SCUL|Sculpture II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
612|SCUL|Sculpture III (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
613|SCUL|Sculpture IV (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
615|DISP|Directed Studio Practice (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
620|ASEM|Art: Ideas and Practices (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
641|ASEM|Seminar in Contemporary Art (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
642|ASEM|Seminar in Contemporary Art (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
643|ASEM|Special Topics in Art and Ideology (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
644|ASEM|Special Topics In Art and Ideology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
645|ASEM|Special Topics in Art and Culture (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
646|ASEM|Special Topics in Art and Culture (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
651|ASEM|Special Topics in Media Arts (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
652|ASEM|Special Topics in Media Arts (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
653|ASEM|Aspects of Contemporary Cinema (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
654|ASEM|Aspects of Contemporary Cinema (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
660|INTP|Professional Internship (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
661|INTP|Professional Internship I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
662|INTP|Professional Internship II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
670|INDS|Independent Study (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
671|INDS|Independent Study I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
672|INDS|Independent Study II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
691|PROJ|Studio Project (9 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
692|PROJ|Exhibition or Film Project (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
501|CPTP|Connections (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/star.html
502|CPTP|The Art of Proficiency (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
503|CPTP|Aspects of Visual, Aural and Performing Arts (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
511|CPTP|Practical Study I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
512|CPTP|Practical Study II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
513|CPTP|Practical Study III (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
514|CPTP|Practical Study IV (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
515|CPTP|Independent Study (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
598|CPTP|Special Topics in Creative Practices in Technical Production (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
501|AMPS|Seminar Workshop in Performance Skills (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/cptp.html
503|AMPS|String Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
505|AMPS|Piano Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
507|AMPS|Voice Seminar (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
511|AMPS|Chamber Ensembles (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
513|AMPS|Orchestra (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
515|AMPS|Performance Practices (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
517|AMPS|Special Project in Music (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
519|AMPS|Recording Production (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
520|AMPS|Recital I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
521|AMPS|Private Instrumental or Vocal Instruction I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
530|AMPS|Recital II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
531|AMPS|Private Instrumental or Vocal Instruction II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
600|DART|Design Theory/Practice I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/musi.html
601|DART|Research Methods in Design (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
610|DART|Design Theory/Practice II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
611|DART|Interdisciplinary Practices in Design (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
620|DART|Graduate Colloquium (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
632|DART|Special Topics in the Built Environment (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
634|DART|Special Topics in Contemporary Indigenous Art and Design (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
Directed Study I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
652|DART|Directed Study II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
671|DART|Professional Internship I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
672|DART|Professional Internship II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
690|DART|Master’s Research and Thesis (24 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
500|DART|Individual Research Project (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
503|DART|Theories of Interactivity (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-cert.html
504|DART|Contextualizing Design Practice (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-cert.html
510|DART|Independent Study (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-cert.html
602|MSCA|Applied Linear Statistical Models (3 credits) *|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-cert.html
683|MSCA|Applied Multivariate Data Analysis (3 credits) *|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
870|ADMI|Research Methodology in Management or approved equivalent (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
880|ADMI|Pedagogical Methods or approved equivalent (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
889|ADMI|Comprehensive Examinations (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
810-819|ADMI|Organizational Behaviour|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
830-839|ADMI|Marketing|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
840-849|ADMI|Finance|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
850-859|ADMI|Business Policy and Strategy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
602|MSCA|Applied Linear Statistical Models|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/busiadmi.html
615|MSCA|Research Methodology Administrative Sciences|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
683|MSCA|Applied Multivariate Data Analysis|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
690|MSCA|Data Management|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
692|MSCA|Intelligent Applications for Business|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
696|MSCA|Adoption, Use and Appropriation of Information Technologies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
697|MSCA|Advanced Topics in Information Systems Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
698|MSCA|E-Business|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
699|MSCA|Research Thesis (21 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc-ds-mis.html
613|EMBA|Capital Markets and Financial Management| The role of financial information in corporate management is examined. Students learn how the capital markets process and aggregate information provided by firms and governments in order to evaluate the risk and return trade-offs of business decisions. Students apply this knowledge to the evaluation of alternative investment opportunities. They learn how to identify and interpret the information needed to make profitable investment decisions.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/emba.html
631|EMBA|Management Control Systems| In this course, students learn how to use performance measurement, evaluation and incentive control systems to create value for an organization and its stakeholders. Control systems are critical for success in the implementation of a firm’s strategy and the course highlights several managerial challenges in this regard. Students learn to use limited physical, human and financial resources efficiently and creatively within uncertainty conditions. A “how-to” approach is adopted that emphasizes practical cases and applications reflecting real organizational issues.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/emba.html
632|EMBA|Creativity and Innovation| Students are introduced to the theoretical concepts of creativity and innovation with the goal of implementing novel ideas in organizations. The purpose is to develop students’ own creative abilities to solve business challenges in a more effective way. Based on lectures, case studies and experiential exercises, the course also proposes techniques needed to foster innovative processes in others.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/emba.html
642|EMBA|Crafting and Implementing a Winning Strategy| The important issues involved in developing strategy in various business sectors are the focus of the course. Students learn to formulate strategies that clearly state the growth path for companies. The course also looks at winning strategies defining how companies can compete against their rivals in specific business sectors. Students study strategy implementation and examine how functional strategies can be key instruments for business success. The course also looks at the relationship between strategy, culture and structure of the organization.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/emba.html
625|EMBA|Global Experience| This integrative course allows students to experience doing business abroad. Scheduled at the end of the second term, students have the opportunity to apply the business knowledge gained by being exposed to business practices in a specific region. The global experience takes students inside individual companies and industries abroad and provides them with an overview of the broader economic, political, social and cultural factors that influence business opportunities and practices.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/emba.html
601|MSCA|Financial Economics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/emba.html
611|MSCA|Research Methodology Finance (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
621|MSCA|Seminar in Investment Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
622|MSCA|Seminar in Investment Management|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
